City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
189,Bluff,NZ,2020-01-14 19:24:08,-46.6,168.33,Clouds,scattered clouds,50.0,95,50,3.0,0.0,0.0
190,Pandan,PH,2020-01-14 19:24:08,14.05,124.17,Rain,light rain,80.04,82,34,23.22,1.87,0.0
191,Juneau,US,2020-01-14 19:23:11,58.3,-134.42,Clouds,broken clouds,19.4,48,75,5.82,0.0,0.0
192,Ukiah,US,2020-01-14 19:24:08,39.15,-123.21,Rain,light rain,50.0,81,20,8.84,0.0,0.0
193,Atar,MR,2020-01-14 19:24:08,20.52,-13.05,Clouds,broken clouds,68.74,13,66,9.4,0.0,0.0
194,Biak,ID,2020-01-14 19:24:09,-0.91,122.88,Rain,moderate rain,82.38,76,50,3.96,6.25,0.0
195,Sabya,SA,2020-01-14 19:24:09,17.15,42.63,Clear,clear sky,78.8,74,0,6.93,0.0,0.0
196,Airai,TL,2020-01-14 19:24:09,-8.93,125.41,Clouds,overcast clouds,66.96,89,100,1.48,0.0,0.0
197,Awjilah,LY,2020-01-14 19:24:09,29.11,21.29,Rain,light rain,57.54,61,100,18.7,0.63,0.0
198,Ambilobe,MG,2020-01-14 19:24:10,-13.2,49.05,Rain,light rain,77.7,89,95,4.92,1.63,0.0
199,Tiksi,RU,2020-01-14 19:24:10,71.69,128.87,Clouds,scattered clouds,-15.84,88,30,10.02,0.0,0.0
200,Vilhena,BR,2020-01-14 19:24:10,-12.74,-60.15,Clouds,scattered clouds,86.0,58,40,9.17,0.0,0.0
201,Fort Nelson,CA,2020-01-14 19:24:10,58.81,-122.7,Snow,light snow,-34.6,65,90,0.94,0.0,0.0
202,Klaksvik,FO,2020-01-14 19:24:10,62.23,-6.59,Rain,light rain,39.2,80,97,24.16,0.44,0.0
203,Acapulco,MX,2020-01-14 19:24:11,16.86,-99.89,Clear,clear sky,89.98,41,0,6.24,0.0,0.0
204,Lipin Bor,RU,2020-01-14 19:24:11,60.26,37.98,Clouds,overcast clouds,29.86,87,100,8.77,0.0,0.0
205,Lompoc,US,2020-01-14 19:21:47,34.64,-120.46,Clear,clear sky,63.0,71,1,6.93,0.0,0.0
206,Katherine,AU,2020-01-14 19:24:12,-14.47,132.27,Clouds,broken clouds,77.0,88,80,1.12,0.0,0.0
207,Kahului,US,2020-01-14 19:19:14,20.89,-156.47,Clouds,few clouds,75.2,83,20,28.14,0.0,0.0
208,Salalah,OM,2020-01-14 19:24:12,17.02,54.09,Clear,clear sky,69.8,15,0,6.93,0.0,0.0
209,Georgetown,MY,2020-01-14 19:24:12,5.41,100.34,Clouds,scattered clouds,82.4,78,40,2.24,0.0,0.0
210,Le Port,RE,2020-01-14 19:24:12,-20.94,55.29,Rain,light rain,80.6,83,100,10.29,0.44,0.0
211,Khorixas,NA,2020-01-14 19:24:13,-20.37,14.97,Clouds,broken clouds,88.95,32,69,15.05,0.0,0.0
212,Boa Vista,BR,2020-01-14 19:21:01,2.82,-60.67,Clouds,broken clouds,91.4,43,75,9.17,0.0,0.0
213,Nishihara,JP,2020-01-14 19:24:13,26.18,127.76,Clouds,few clouds,62.6,77,20,16.11,0.0,0.0
214,Quatre Cocos,MU,2020-01-14 19:24:13,-20.21,57.76,Rain,shower rain,81.0,83,40,4.7,0.0,0.0
215,San Policarpo,PH,2020-01-14 19:24:13,12.18,125.51,Rain,light rain,79.54,85,47,9.42,1.69,0.0
216,Oxford,GB,2020-01-14 19:24:02,51.75,-1.26,Rain,light rain,55.4,100,90,23.04,1.69,0.0
217,Aksu,CN,2020-01-14 19:24:14,41.12,80.26,Clouds,overcast clouds,23.23,96,98,3.02,0.0,0.0
218,Berlevag,NO,2020-01-14 19:24:14,70.86,29.09,Snow,light snow,24.8,79,75,10.29,0.0,0.0
219,Pevek,RU,2020-01-14 19:24:14,69.7,170.31,Clear,clear sky,-15.77,83,0,5.32,0.0,0.0
220,Coquimbo,CL,2020-01-14 19:24:15,-29.95,-71.34,Clouds,few clouds,68.0,64,20,11.41,0.0,0.0
221,Bilma,NE,2020-01-14 19:24:15,18.69,12.92,Clear,clear sky,64.06,25,1,13.47,0.0,0.0
222,Hohhot,CN,2020-01-14 19:24:15,40.81,111.65,Clear,clear sky,-5.8,76,0,4.47,0.0,0.0
223,Caravelas,BR,2020-01-14 19:24:15,-17.71,-39.25,Clouds,broken clouds,80.69,69,64,6.87,0.0,0.0
224,Nizwa,OM,2020-01-14 19:24:15,22.93,57.53,Clear,clear sky,54.9,64,0,3.06,0.0,0.0
225,Chokurdakh,RU,2020-01-14 19:24:37,70.63,147.92,Snow,light snow,-17.75,98,100,1.95,0.0,0.19
226,Yarkovo,RU,2020-01-14 19:24:37,57.4,67.08,Snow,light snow,16.95,96,98,4.7,0.0,0.19
227,Lazaro Cardenas,MX,2020-01-14 19:24:37,17.96,-102.2,Clouds,scattered clouds,90.1,49,25,2.08,0.0,0.0
228,Carbondale,US,2020-01-14 19:21:13,37.73,-89.22,Clear,clear sky,55.99,76,1,2.15,0.0,0.0
229,Kidal,ML,2020-01-14 19:24:38,18.44,1.41,Clear,clear sky,63.9,14,0,12.08,0.0,0.0
230,Codrington,AU,2020-01-14 19:24:38,-38.27,141.97,Clear,clear sky,67.77,71,0,6.38,0.0,0.0
231,Kavieng,PG,2020-01-14 19:24:38,-2.57,150.8,Rain,light rain,83.8,76,100,23.38,1.31,0.0
232,Roma,US,2020-01-14 19:24:38,43.21,-75.46,Clouds,broken clouds,46.99,65,75,10.29,0.0,0.0
233,Corinto,GR,2020-01-14 19:24:38,37.94,22.96,Clouds,few clouds,52.0,87,20,3.36,0.0,0.0
234,Jacareacanga,BR,2020-01-14 19:24:39,-6.22,-57.75,Clouds,few clouds,93.2,56,20,3.36,0.0,0.0
235,Matamoros,MX,2020-01-14 19:24:39,25.53,-103.25,Clouds,broken clouds,73.0,31,78,1.99,0.0,0.0
236,Ketchikan,US,2020-01-14 19:21:04,55.34,-131.65,Clear,clear sky,15.8,65,1,9.17,0.0,0.0
237,Owando,CG,2020-01-14 19:24:39,-0.48,15.9,Clouds,scattered clouds,81.64,55,38,2.44,0.0,0.0
238,Khorramshahr,IR,2020-01-14 19:24:40,30.44,48.17,Clear,clear sky,53.6,66,0,4.7,0.0,0.0
239,Lashio,MM,2020-01-14 19:24:40,22.93,97.75,Clear,clear sky,52.7,78,0,1.5,0.0,0.0
240,Upernavik,GL,2020-01-14 19:24:40,72.79,-56.15,Clouds,overcast clouds,-4.68,65,94,4.45,0.0,0.0
241,Port Lincoln,AU,2020-01-14 19:24:40,-34.73,135.87,Clouds,broken clouds,61.41,86,71,13.85,0.0,0.0
242,Mastic Beach,US,2020-01-14 19:24:41,40.77,-72.85,Clouds,broken clouds,46.4,70,75,6.93,0.0,0.0
243,Port Hardy,CA,2020-01-14 19:24:41,50.7,-127.42,Snow,light snow,21.2,73,75,4.7,0.0,0.0
244,Mizdah,LY,2020-01-14 19:24:41,31.45,12.98,Clouds,overcast clouds,50.67,78,90,13.91,0.0,0.0
245,Acarau,BR,2020-01-14 19:24:41,-2.89,-40.12,Rain,light rain,87.1,60,49,11.05,2.69,0.0
246,Napoleon,US,2020-01-14 19:24:42,41.39,-84.13,Mist,mist,43.0,100,90,14.99,0.0,0.0
247,Kerman,IR,2020-01-14 19:24:42,30.28,57.08,Clouds,broken clouds,32.0,69,75,11.41,0.0,0.0
248,Betul,IN,2020-01-14 19:24:42,21.92,77.9,Clear,clear sky,62.58,49,0,3.42,0.0,0.0
249,Khandyga,RU,2020-01-14 19:24:42,62.67,135.6,Clouds,overcast clouds,-28.03,100,86,1.14,0.0,0.0
250,Ati,TD,2020-01-14 19:24:42,13.22,18.34,Clear,clear sky,76.48,13,0,5.79,0.0,0.0
251,Okahandja,NA,2020-01-14 19:24:43,-21.98,16.92,Clouds,broken clouds,82.4,28,78,8.05,0.0,0.0
252,Byron Bay,AU,2020-01-14 19:24:43,-28.65,153.62,Clouds,overcast clouds,72.0,94,90,2.62,0.0,0.0
253,Sept-Iles,CA,2020-01-14 19:24:22,50.2,-66.38,Clouds,scattered clouds,10.0,42,40,4.7,0.0,0.0
254,Chuy,UY,2020-01-14 19:24:43,-33.7,-53.46,Clouds,few clouds,85.19,47,22,10.42,0.0,0.0
255,Iqaluit,CA,2020-01-14 19:24:44,63.75,-68.51,Clouds,broken clouds,-22.0,61,75,6.93,0.0,0.0
256,Urucara,BR,2020-01-14 19:24:44,-2.54,-57.76,Clouds,broken clouds,89.33,53,80,1.99,0.0,0.0
257,Ostrovnoy,RU,2020-01-14 19:24:44,68.05,39.51,Snow,light snow,21.67,93,100,5.82,0.0,0.13
258,Sorong,ID,2020-01-14 19:24:44,-0.88,131.25,Clouds,scattered clouds,73.78,98,26,2.06,0.0,0.0
259,Dicabisagan,PH,2020-01-14 19:24:44,17.08,122.42,Rain,light rain,73.81,85,93,11.41,2.38,0.0
260,Flin Flon,CA,2020-01-14 19:24:45,54.77,-101.86,Snow,light snow,-7.6,69,90,4.7,0.0,0.0
261,Hovd,MN,2020-01-14 19:24:45,48.01,91.64,Clouds,broken clouds,-6.32,92,53,0.98,0.0,0.0
262,Talnakh,RU,2020-01-14 19:24:45,69.49,88.4,Snow,light shower snow,-0.4,84,40,20.13,0.0,0.0
263,Coldingham,GB,2020-01-14 19:24:45,55.89,-2.16,Rain,light rain,39.2,93,100,5.82,0.56,0.0
264,Kavaratti,IN,2020-01-14 19:24:46,10.57,72.64,Clouds,overcast clouds,81.46,65,100,6.49,0.0,0.0
265,Puerto Escondido,MX,2020-01-14 19:24:46,15.85,-97.07,Clear,clear sky,91.4,30,0,3.15,0.0,0.0
266,Togur,RU,2020-01-14 19:24:46,58.36,82.83,Snow,light snow,14.83,93,100,10.4,0.0,0.75
267,Wanning,CN,2020-01-14 19:24:47,18.8,110.4,Rain,light rain,68.34,84,17,6.51,0.13,0.0
268,Mandera,KE,2020-01-14 19:24:47,3.94,41.87,Clouds,broken clouds,81.0,22,81,10.65,0.0,0.0
269,Arman,RU,2020-01-14 19:24:47,59.7,150.17,Clear,clear sky,-5.39,92,5,15.41,0.0,0.0
270,Camapua,BR,2020-01-14 19:24:47,-19.53,-54.04,Clouds,scattered clouds,88.25,55,50,5.64,0.0,0.0
271,Kisiwani,TZ,2020-01-14 19:24:48,-4.13,37.95,Rain,light rain,70.56,90,41,4.29,0.81,0.0
272,Inuvik,CA,2020-01-14 19:24:48,68.35,-133.72,Clouds,few clouds,-16.6,75,20,4.7,0.0,0.0
273,Saldanha,ZA,2020-01-14 19:24:48,-33.01,17.94,Clouds,few clouds,71.6,78,21,11.41,0.0,0.0
274,Bengkulu,ID,2020-01-14 19:20:18,-3.8,102.27,Rain,light rain,73.33,92,91,3.47,1.75,0.0
275,Touros,BR,2020-01-14 19:24:48,-5.2,-35.46,Clouds,few clouds,87.8,55,20,14.99,0.0,0.0
276,Mecca,SA,2020-01-14 19:21:03,21.43,39.83,Clear,clear sky,70.57,22,0,3.22,0.0,0.0
277,Otatitlan,MX,2020-01-14 19:24:49,18.2,-96.03,Rain,light rain,80.01,86,25,3.0,0.19,0.0
278,Gerzat,FR,2020-01-14 19:24:49,45.82,3.14,Clouds,overcast clouds,50.0,66,98,21.92,0.0,0.0
279,Provideniya,RU,2020-01-14 19:24:49,64.38,-173.3,Snow,light snow,22.37,97,100,6.55,0.0,0.38
280,Ayan,RU,2020-01-14 19:24:50,56.45,138.17,Clouds,overcast clouds,-3.55,74,100,9.28,0.0,0.0
281,Westport,US,2020-01-14 19:24:50,41.14,-73.36,Clouds,overcast clouds,46.4,61,90,8.05,0.0,0.0
282,Hope,US,2020-01-14 19:23:37,33.67,-93.59,Clouds,overcast clouds,60.01,93,90,4.7,0.0,0.0
283,Sioux Lookout,CA,2020-01-14 19:24:50,50.1,-91.92,Snow,light snow,21.2,85,90,11.41,0.0,0.0
284,Olinda,BR,2020-01-14 19:24:51,-8.01,-34.86,Clouds,scattered clouds,86.0,62,40,11.41,0.0,0.0
285,Arraial Do Cabo,BR,2020-01-14 19:24:51,-22.97,-42.03,Clouds,overcast clouds,84.2,54,94,9.17,0.0,0.0
286,Kodiak,US,2020-01-14 19:24:51,57.79,-152.41,Clear,clear sky,30.2,50,1,11.41,0.0,0.0
287,Grong,NO,2020-01-14 19:24:51,64.47,12.31,Clouds,few clouds,41.0,80,20,5.82,0.0,0.0
288,Petropavlovsk-Kamchatskiy,RU,2020-01-14 19:24:52,53.05,158.65,Clouds,overcast clouds,28.4,54,85,17.9,0.0,0.0
289,Ancud,CL,2020-01-14 19:24:52,-41.87,-73.82,Clouds,scattered clouds,59.0,51,40,17.22,0.0,0.0
290,Les Cayes,HT,2020-01-14 19:24:52,18.2,-73.75,Clear,clear sky,79.5,64,0,2.15,0.0,0.0
291,Coolum Beach,AU,2020-01-14 19:24:52,-26.53,153.1,Clouds,broken clouds,70.0,95,57,3.0,0.0,0.0
292,Nacozari,MX,2020-01-14 19:24:53,25.34,-108.26,Clouds,broken clouds,78.01,55,76,3.0,0.0,0.0
293,Port Blair,IN,2020-01-14 19:24:53,11.67,92.75,Clouds,few clouds,79.07,80,15,12.75,0.0,0.0
294,Hasaki,JP,2020-01-14 19:24:53,35.73,140.83,Rain,shower rain,45.0,93,75,1.12,0.0,0.0
295,Nsanje,MW,2020-01-14 19:24:53,-16.92,35.26,Rain,light rain,74.86,91,97,5.32,0.25,0.0
296,Aguada De Pasajeros,CU,2020-01-14 19:24:53,22.39,-80.85,Clouds,few clouds,87.8,45,20,10.29,0.0,0.0
297,Vysokogornyy,RU,2020-01-14 19:24:54,50.12,139.15,Clouds,overcast clouds,-16.01,100,100,2.24,0.0,0.0
298,Severo-Kurilsk,RU,2020-01-14 19:24:54,50.68,156.12,Snow,light snow,17.94,84,92,25.64,0.0,0.38
299,Wattegama,LK,2020-01-14 19:24:54,6.8,81.48,Clouds,broken clouds,73.4,88,72,6.93,0.0,0.0
300,Yuzhou,CN,2020-01-14 19:24:55,34.16,113.46,Haze,haze,30.2,63,32,6.71,0.0,0.0
301,San Quintin,MX,2020-01-14 19:24:55,30.48,-115.95,Clouds,broken clouds,59.63,73,63,12.53,0.0,0.0
302,Korla,CN,2020-01-14 19:24:55,41.76,86.15,Snow,light snow,33.01,90,100,5.01,0.0,0.5
303,Lenine,UA,2020-01-14 19:24:55,45.3,35.78,Clouds,overcast clouds,42.26,79,100,3.36,0.0,0.0
304,Severnoye,RU,2020-01-14 19:24:55,56.35,78.36,Snow,light snow,17.35,93,100,10.54,0.0,0.5
305,Bafra,TR,2020-01-14 19:24:56,41.57,35.91,Clouds,overcast clouds,44.6,75,100,4.7,0.0,0.0
306,Bambanglipuro,ID,2020-01-14 19:24:56,-7.95,110.28,Rain,light rain,74.93,90,91,2.04,0.13,0.0
307,Ahipara,NZ,2020-01-14 19:24:56,-35.17,173.17,Rain,light rain,62.01,100,57,8.75,0.56,0.0
308,Matadi,CD,2020-01-14 19:24:57,-5.82,13.45,Clouds,overcast clouds,81.36,72,100,3.06,0.0,0.0
309,Berdigestyakh,RU,2020-01-14 19:23:42,62.1,126.7,Clouds,overcast clouds,-7.87,97,92,3.31,0.0,0.0
310,Mount Isa,AU,2020-01-14 19:24:57,-20.73,139.5,Clear,clear sky,75.2,78,2,11.86,0.0,0.0
311,Bom Jesus,BR,2020-01-14 19:24:01,-9.07,-44.36,Clouds,broken clouds,91.47,41,66,4.43,0.0,0.0
312,Vao,NC,2020-01-14 19:24:58,-22.67,167.48,Rain,light rain,77.18,85,64,20.13,0.44,0.0
313,Sao Filipe,CV,2020-01-14 19:24:58,14.9,-24.5,Clouds,overcast clouds,71.11,68,99,14.61,0.0,0.0
314,Saint Anthony,US,2020-01-14 19:24:58,45.02,-93.22,Clouds,overcast clouds,26.01,73,90,10.29,0.0,0.0
315,Honiara,SB,2020-01-14 19:24:58,-9.43,159.95,Rain,shower rain,80.6,88,75,10.29,0.0,0.0
316,Tromso,NO,2020-01-14 19:21:10,69.65,18.96,Clouds,overcast clouds,33.8,69,100,17.22,0.0,0.0
317,Sola,VU,2020-01-14 19:24:59,-13.88,167.55,Clouds,overcast clouds,80.6,94,90,5.82,0.0,0.0
318,Mbaiki,CF,2020-01-14 19:24:59,3.87,17.99,Clear,clear sky,80.6,29,0,1.92,0.0,0.0
319,Sicuani,PE,2020-01-14 19:24:59,-14.27,-71.23,Rain,light rain,48.88,63,89,4.16,1.81,0.0
320,Avera,US,2020-01-14 19:24:59,33.19,-82.53,Rain,light rain,73.4,93,90,5.82,1.81,0.0
321,Sao Joao Da Barra,BR,2020-01-14 19:24:59,-21.64,-41.05,Clouds,broken clouds,82.4,51,75,9.17,0.0,0.0
322,Broome,US,2020-01-14 19:25:00,42.25,-75.83,Clouds,overcast clouds,46.0,75,90,13.87,0.0,0.0
323,Arrecife,ES,2020-01-14 19:25:00,28.96,-13.55,Clear,clear sky,66.2,55,0,11.41,0.0,0.0
324,Batticaloa,LK,2020-01-14 19:25:00,7.71,81.69,Clouds,broken clouds,67.98,84,60,2.64,0.0,0.0
325,Kununurra,AU,2020-01-14 19:25:00,-15.77,128.73,Clouds,scattered clouds,82.4,83,40,5.82,0.0,0.0
326,Mount Darwin,ZW,2020-01-14 19:25:01,-16.77,31.58,Rain,light rain,68.49,96,88,5.97,0.94,0.0
327,Omsukchan,RU,2020-01-14 19:25:01,62.53,155.8,Snow,light snow,-14.84,99,100,12.03,0.0,1.19
328,Warangal,IN,2020-01-14 19:25:01,18.0,79.58,Clear,clear sky,68.67,68,0,6.29,0.0,0.0
329,Jati,PK,2020-01-14 19:24:04,24.35,68.27,Clear,clear sky,57.7,33,0,8.63,0.0,0.0
330,Sinnamary,GF,2020-01-14 19:25:02,5.38,-52.95,Rain,light rain,80.08,82,37,17.67,0.37,0.0
331,Pedernales,DO,2020-01-14 19:25:02,18.04,-71.74,Clouds,broken clouds,84.2,58,75,13.87,0.0,0.0
332,Banda Aceh,ID,2020-01-14 19:25:02,5.56,95.32,Clear,clear sky,72.1,95,0,5.99,0.0,0.0
333,Tefe,BR,2020-01-14 19:25:02,-3.35,-64.71,Clouds,broken clouds,87.8,66,75,5.82,0.0,0.0
334,Shihezi,CN,2020-01-14 19:25:03,44.3,86.03,Snow,light snow,15.06,96,100,1.88,0.0,0.31
335,Lukulu,ZM,2020-01-14 19:25:03,-14.37,23.24,Clouds,overcast clouds,72.28,77,100,3.31,0.0,0.0
336,Paoua,CF,2020-01-14 19:25:03,7.24,16.44,Clear,clear sky,78.24,14,0,3.62,0.0,0.0
337,Vani,GE,2020-01-14 19:25:03,42.08,42.52,Clouds,overcast clouds,35.6,61,97,2.24,0.0,0.0
338,Japura,ID,2020-01-14 19:25:03,-0.32,102.35,Rain,light rain,73.9,96,74,2.59,0.19,0.0
339,Jesus Carranza,MX,2020-01-14 19:25:04,17.43,-95.03,Rain,light rain,79.99,77,54,10.83,0.63,0.0
340,Houma,US,2020-01-14 19:24:58,29.6,-90.72,Clouds,broken clouds,80.6,78,75,6.93,0.0,0.0
341,Nouadhibou,MR,2020-01-14 19:25:04,20.93,-17.03,Clouds,overcast clouds,71.6,21,100,5.82,0.0,0.0
342,Indiana,US,2020-01-14 19:25:04,40.0,-86.25,Clouds,overcast clouds,46.0,100,90,11.41,0.0,0.0
343,Broken Hill,AU,2020-01-14 19:25:05,-31.95,141.43,Clouds,few clouds,84.2,23,18,12.75,0.0,0.0
344,Henties Bay,NA,2020-01-14 19:25:05,-22.12,14.28,Clear,clear sky,66.0,88,5,3.0,0.0,0.0
345,Catuday,PH,2020-01-14 19:25:05,16.29,119.81,Clear,clear sky,79.36,77,0,11.81,0.0,0.0
346,Sittingbourne,GB,2020-01-14 19:21:04,51.34,0.73,Rain,light rain,55.4,93,75,33.33,0.0,0.0
347,Dumbea,NC,2020-01-14 19:25:06,-22.15,166.45,Clouds,few clouds,79.0,88,20,6.93,0.0,0.0
348,North Bend,US,2020-01-14 19:25:06,43.41,-124.22,Rain,light rain,42.8,70,75,11.41,0.0,0.0
349,Huilong,CN,2020-01-14 19:25:06,31.81,121.66,Clouds,few clouds,39.99,76,18,7.29,0.0,0.0
350,Rudnogorsk,RU,2020-01-14 19:25:06,57.26,103.75,Clouds,overcast clouds,1.76,97,94,3.38,0.0,0.0
351,Sabang,ID,2020-01-14 19:25:07,5.89,95.32,Clear,clear sky,82.15,75,1,17.63,0.0,0.0
352,Umarizal,BR,2020-01-14 19:25:07,-5.99,-37.81,Clouds,scattered clouds,93.45,36,39,3.18,0.0,0.0
353,Krasnyy Chikoy,RU,2020-01-14 19:25:07,50.36,108.75,Clouds,overcast clouds,-5.76,98,100,1.21,0.0,0.0
354,Ponta Do Sol,PT,2020-01-14 19:25:07,32.67,-17.1,Rain,light intensity shower rain,64.4,77,40,9.17,0.0,0.0
355,Saint-Augustin,CA,2020-01-14 19:25:08,51.23,-58.65,Clear,clear sky,8.8,72,0,16.82,0.0,0.0
356,Betafo,MG,2020-01-14 19:25:08,-19.83,46.85,Rain,moderate rain,62.55,92,95,4.45,7.12,0.0
357,Wanaka,NZ,2020-01-14 19:25:08,-44.7,169.15,Clouds,overcast clouds,54.0,74,96,0.94,0.0,0.0
358,Skaerbaek,DK,2020-01-14 19:25:09,55.16,8.77,Rain,light rain,48.2,93,75,18.34,0.0,0.0
359,Riobamba,EC,2020-01-14 19:25:09,-1.67,-78.63,Clouds,broken clouds,69.8,49,75,11.41,0.0,0.0
360,Itupiranga,BR,2020-01-14 19:25:09,-5.13,-49.33,Clouds,broken clouds,80.6,88,75,4.03,0.0,0.0
361,Kirsanov,RU,2020-01-14 19:25:09,52.65,42.72,Clouds,overcast clouds,26.4,96,100,4.88,0.0,0.0
362,Saint-Leu,RE,2020-01-14 19:25:10,-21.15,55.28,Rain,light rain,80.6,69,100,6.93,0.44,0.0
363,Altamira,BR,2020-01-14 19:25:10,-3.2,-52.21,Clouds,scattered clouds,82.4,78,40,5.82,0.0,0.0
364,Moshenskoye,RU,2020-01-14 19:25:10,58.51,34.59,Clouds,overcast clouds,30.9,86,100,7.27,0.0,0.0
365,Swift Current,CA,2020-01-14 19:22:13,50.28,-107.8,Clouds,overcast clouds,-18.4,68,90,8.05,0.0,0.0
366,Asau,RO,2020-01-14 19:25:11,46.43,26.4,Clouds,broken clouds,32.0,100,75,6.93,0.0,0.0
367,Dingle,PH,2020-01-14 19:25:11,11.0,122.67,Clouds,scattered clouds,74.14,92,42,10.74,0.0,0.0
368,Zapolyarnyy,RU,2020-01-14 19:25:11,69.42,30.81,Clouds,broken clouds,24.8,92,75,16.11,0.0,0.0
369,Kiama,AU,2020-01-14 19:25:11,-34.68,150.87,Clouds,few clouds,66.0,100,17,7.45,0.0,0.0
370,Ciucea,RO,2020-01-14 19:25:11,46.95,22.82,Mist,mist,25.0,92,90,3.36,0.0,0.0
371,Norman Wells,CA,2020-01-14 19:25:12,65.28,-126.83,Clouds,few clouds,-38.2,72,20,2.24,0.0,0.0
372,Makaha,US,2020-01-14 19:25:12,21.47,-158.22,Clouds,broken clouds,77.0,83,75,10.29,0.0,0.0
373,Trujillo,PE,2020-01-14 19:25:08,-8.12,-79.03,Clouds,scattered clouds,71.6,78,40,9.17,0.0,0.0
374,San Giorgio Ionico,IT,2020-01-14 19:25:12,40.46,17.38,Clouds,broken clouds,53.01,87,52,3.36,0.0,0.0
375,Denizli,TR,2020-01-14 19:25:13,37.84,29.07,Clouds,few clouds,35.6,80,14,4.7,0.0,0.0
376,Frederico Westphalen,BR,2020-01-14 19:20:33,-27.36,-53.39,Clouds,overcast clouds,82.99,84,100,7.72,0.0,0.0
377,Dharmanagar,IN,2020-01-14 19:25:13,24.37,92.17,Clear,clear sky,59.86,78,0,2.62,0.0,0.0
378,Lakselv,NO,2020-01-14 19:25:14,70.05,24.97,Clouds,broken clouds,26.6,85,75,26.4,0.0,0.0
379,Floriano,BR,2020-01-14 19:21:26,-6.77,-43.02,Rain,light rain,86.7,65,52,3.76,1.0,0.0
380,Kattivakkam,IN,2020-01-14 19:25:14,13.22,80.32,Haze,haze,78.01,73,40,11.88,0.0,0.0
